,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
403,Dwayne,Doel,Male,80,1978-01-21 00:00:00,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,0.91,1.1375,1.421875,1.421875,401,401,0.935
404,Leese,Huckleby,Female,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,1.01,1.2625,1.2625,1.2625,405,405,0.93
405,Dodi,Kiggel,Female,5,1980-08-15,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,0.63,0.7875,0.984375,0.83671875,405,405,0.93
406,Kippar,Brimilcome,Male,21,1938-11-29,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,0.46,0.46,0.5750000000000001,0.48875,405,405,0.93
407,Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,0.75,0.75,0.75,0.75,408,408,0.9296875
408,Laurie,Odlin,Female,75,1983-03-08,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,0.79,0.79,0.9875,0.9875,409,409,0.925
409,Mair,Erett,Female,15,1957-12-05,Speech Pathologist,,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,0.73,0.73,0.73,0.73,409,409,0.925
410,Marcelia,Copins,Female,81,1946-03-15,,,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,0.99,1.2375,1.546875,1.3148437499999999,409,409,0.925
411,Tanner,Terlinden,Male,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,0.94,0.94,1.1749999999999998,0.9987499999999998,409,409,0.925
412,Hilliard,Dullard,Male,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,0.54,0.54,0.54,0.459,409,409,0.925
413,Justinn,Haruard,Female,48,1958-08-28,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,0.64,0.64,0.8,0.8,414,414,0.924375
414,Wyn,Meach,Male,37,1938-09-10,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,0.58,0.58,0.725,0.61625,415,415,0.9218749999999999
415,Art,Shardlow,Male,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,0.58,0.725,0.725,0.61625,415,415,0.9218749999999999
416,Dennis,Varnham,Male,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,0.99,0.99,0.99,0.99,415,415,0.9218749999999999
417,Freddi,Litherborough,Female,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,0.55,0.55,0.55,0.4675,418,418,0.918
418,Salomon,Perkins,Male,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,0.55,0.6875,0.859375,0.859375,419,419,0.91640625
419,Sherill,,Female,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,0.72,0.72,0.72,0.612,420,420,0.91375
420,Queenie,Learie,Female,90,1948-01-24,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,0.57,0.57,0.7124999999999999,0.6056249999999999,420,420,0.91375
421,Etan,Prinett,Male,97,1970-01-21,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,0.96,1.2,1.5,1.275,420,420,0.91375
422,Donaugh,Benedict,Male,3,1991-12-01,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,0.56,0.56,0.7000000000000001,0.5950000000000001,420,420,0.91375
423,Harwell,Kleinstein,Male,87,1993-10-18,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,0.55,0.55,0.6875,0.6875,420,420,0.91375
424,Cheston,Hritzko,Male,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,0.41,0.5125,0.640625,0.54453125,420,420,0.91375
425,Suzy,Trounson,Female,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,0.63,0.7875,0.984375,0.83671875,420,420,0.91375
426,Jobie,Runacres,Female,96,1975-01-08,Developer IV,,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,0.77,0.9625,1.203125,1.02265625,427,427,0.9125
427,Guenna,Filisov,Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,1.05,1.05,1.3125,1.3125,427,427,0.9125
428,Opal,Cleare,Female,6,1977-09-26 00:00:00,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,0.95,1.1875,1.484375,1.484375,429,429,0.91
429,Ottilie,Wanless,Female,51,1940-11-10,Environmental Specialist,,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,0.94,0.94,0.94,0.94,430,430,0.9095
430,Kipper,Circuit,Male,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,0.48,0.6,0.6,0.51,430,430,0.9095
431,Marilin,Frome,Female,58,1975-12-22,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,0.94,1.1749999999999998,1.4687499999999998,1.2484374999999999,430,430,0.9095
432,Arel,Abramovitz,Male,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,0.59,0.59,0.59,0.5015,433,433,0.90625
433,Kit,Easdon,Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,0.94,0.94,0.94,0.94,433,433,0.90625
434,Gregg,Aimeric,U,52,,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,0.5,0.5,0.5,0.425,433,433,0.90625
435,Skipp,Swales,Male,15,1973-11-14 00:00:00,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,0.99,1.2375,1.2375,1.2375,436,436,0.903125
436,Frederich,Glantz,Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,1.1,1.375,1.375,1.375,436,436,0.903125
437,Rodolph,Denniss,Male,28,1974-08-07,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,0.75,0.9375,0.9375,0.9375,436,436,0.903125
438,Craggie,Dering,Male,47,1952-10-05,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,0.72,0.72,0.8999999999999999,0.7649999999999999,436,436,0.903125
439,Johna,Bunker,U,93,,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,0.85,1.0625,1.328125,1.12890625,436,436,0.903125
440,Giralda,MacPeake,Female,59,1941-04-04,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,0.82,1.025,1.025,1.025,441,441,0.901
441,Rodney,Trethewey,Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,0.89,0.89,0.89,0.89,441,441,0.901
442,Theresina,,Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,0.42,0.525,0.525,0.44625,441,441,0.901
443,Gleda,Howerd,Female,59,1964-01-22,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,0.4,0.4,0.4,0.34,444,444,0.9
444,Melany,Ladewig,Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,0.77,0.9625,0.9625,0.818125,444,444,0.9
445,Claudell,Rounsefell,Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,1.06,1.06,1.06,1.06,444,444,0.9
446,Garwin,Nurden,Male,54,1958-04-19,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,0.88,1.1,1.375,1.375,444,444,0.9
447,Bunny,Leebetter,Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,0.72,0.8999999999999999,1.125,1.125,444,444,0.9
448,Matias,Melloi,Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,0.52,0.52,0.65,0.65,444,444,0.9
449,Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,0.42,0.525,0.65625,0.65625,450,450,0.8999999999999999
450,Anet,Roseman,Female,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,0.86,0.86,1.075,0.91375,450,450,0.8999999999999999
451,Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,0.98,1.225,1.225,1.225,450,450,0.8999999999999999
452,Celia,Bryden,Female,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,1.1,1.1,1.375,1.375,450,450,0.8999999999999999
453,Stearne,Trolley,Male,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,0.45,0.45,0.5625,0.5625,450,450,0.8999999999999999
454,Tristam,Larose,Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,1.0,1.0,1.25,1.0625,455,455,0.8925
455,Laurena,,Female,21,1961-07-31,VP Sales,,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,0.85,0.85,0.85,0.85,455,455,0.8925
456,Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,0.77,0.77,0.77,0.77,455,455,0.8925
457,Dory,Malpass,Female,19,1972-08-27,,,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,0.93,1.1625,1.1625,1.1625,455,455,0.8925
458,Marcellina,Baynton,Female,60,1947-03-11,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,0.66,0.66,0.8250000000000001,0.70125,455,455,0.8925
459,Gregorius,Leal,Male,7,1951-04-29,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,0.43,0.5375,0.671875,0.671875,455,455,0.8925
460,Deana,Canton,Female,67,1974-11-25,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,0.62,0.775,0.775,0.65875,455,455,0.8925
461,Kori,Sparsholt,Female,59,1940-05-19,Office Assistant II,,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,0.41,0.5125,0.640625,0.54453125,455,455,0.8925
462,Lucky,Klainman,Female,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,0.82,0.82,0.82,0.697,455,455,0.8925
463,Erasmus,Olenchenko,Male,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,464,464,0.8906249999999999
464,Carita,Sand,Female,25,1977-03-20,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,0.66,0.66,0.8250000000000001,0.70125,464,464,0.8906249999999999
465,Lynnett,Tipper,Female,22,1993-08-03,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,0.4,0.5,0.625,0.625,466,466,0.89
466,Thorn,Stigers,Male,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,0.84,0.84,0.84,0.714,466,466,0.89
467,Lela,Billing,Female,38,1970-12-17,Programmer Analyst III,,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,0.88,1.1,1.1,0.935,468,468,0.8898437499999999
468,Norah,Mapis,Female,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,1.0,1.0,1.25,1.0625,468,468,0.8898437499999999
469,Moina,Rosenbaum,Female,50,2001-08-04,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,0.74,0.74,0.925,0.78625,468,468,0.8898437499999999
470,Ceciley,Harg,Female,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,1.07,1.3375000000000001,1.3375000000000001,1.136875,471,471,0.8875
471,Torry,de la Valette Parisot,Male,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,471,471,0.8875
472,Sigismund,Sedger,Male,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,0.58,0.58,0.725,0.725,473,473,0.884
473,Irvine,Headon,Male,99,1956-04-21,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,0.95,1.1875,1.484375,1.484375,473,473,0.884
474,Laurie,,Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,1.03,1.2875,1.609375,1.36796875,475,475,0.8818749999999999
475,Tomkin,Bernlin,Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,0.8,1.0,1.0,1.0,475,475,0.8818749999999999
476,Genni,Fanstone,Female,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,0.54,0.54,0.675,0.57375,475,475,0.8818749999999999
477,Blondie,,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,0.9,0.9,0.9,0.9,478,478,0.88
478,Aloysius,Killingsworth,Male,89,1957-02-14,VP Quality Control,,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,0.55,0.55,0.6875,0.584375,478,478,0.88
479,Carola,Philler,Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,1.05,1.05,1.05,1.05,478,478,0.88
480,Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,0.7,0.875,0.875,0.74375,478,478,0.88
481,Ingmar,Okenden,Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,1.0,1.25,1.5625,1.328125,478,478,0.88
482,Tina,Dunstan,Female,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,0.89,0.89,0.89,0.89,483,483,0.8765625
483,Huberto,Mollatt,Male,82,1961-08-27,Programmer IV,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,0.59,0.7374999999999999,0.9218749999999999,0.7835937499999999,483,483,0.8765625
484,Georgi,,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,1.1,1.1,1.1,1.1,485,485,0.8755
485,Adolpho,Bellerby,Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,0.42,0.525,0.525,0.525,486,486,0.875
486,Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,0.45,0.45,0.45,0.45,486,486,0.875
487,Lucien,,Male,83,1966-09-14,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,0.97,1.2125,1.515625,1.515625,486,486,0.875
488,Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,0.95,1.1875,1.1875,1.1875,486,486,0.875
489,Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,0.41,0.5125,0.5125,0.5125,486,486,0.875
490,Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,0.76,0.95,1.1875,1.009375,486,486,0.875
491,Dawn,Pyffe,Female,56,1965-05-28,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,0.83,0.83,0.83,0.7054999999999999,492,492,0.8712499999999999
492,Claudette,Renackowna,Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,1.09,1.09,1.09,0.9265,492,492,0.8712499999999999
493,Elianora,Poolton,Female,15,1944-06-14,Programmer II,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,494,494,0.867
494,Park,,Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,0.62,0.62,0.62,0.62,495,495,0.86328125
495,Anthony,Lindstrom,Male,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,0.99,1.2375,1.546875,1.546875,495,495,0.86328125
496,Liane,Poizer,Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,0.41,0.41,0.5125,0.5125,495,495,0.86328125
497,Romonda,Hallt,Female,69,1960-05-09,Operator,,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,0.62,0.62,0.62,0.62,498,498,0.8606250000000001
498,Sula,Thomann,Female,56,1989-03-17,Assistant Manager,,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,0.44,0.44,0.55,0.4675,498,498,0.8606250000000001
499,Renell,Earley,Female,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,1.01,1.2625,1.2625,1.0731249999999999,500,500,0.86
500,Cliff,Philipsson,Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,0.63,0.63,0.7875,0.6693749999999999,500,500,0.86
501,Clevey,Aisthorpe,Male,27,1976-09-20,Software Consultant,,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,0.68,0.8500000000000001,1.0625,0.903125,502,502,0.8584999999999999
502,Cariotta,,Female,10,1974-08-19 00:00:00,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,0.95,1.1875,1.1875,1.1875,502,502,0.8584999999999999
503,George,Jose,Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,0.6,0.75,0.75,0.75,504,504,0.8500000000000001
504,Kissiah,Foat,Female,30,1975-09-11 00:00:00,Graphic Designer,,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,0.48,0.6,0.75,0.6375,504,504,0.8500000000000001
505,Milty,Brauninger,Male,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,0.88,0.88,0.88,0.88,504,504,0.8500000000000001
506,Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,0.44,0.44,0.44,0.44,507,507,0.85
507,Fredia,Favelle,Female,94,1974-08-29 00:00:00,Teacher,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,0.58,0.725,0.90625,0.7703125,507,507,0.85
508,Katleen,Arnoult,Female,6,1976-11-24 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,507,507,0.85
509,Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,0.99,0.99,1.2375,1.2375,507,507,0.85
510,Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,0.92,0.92,0.92,0.782,507,507,0.85
511,Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,0.49,0.49,0.6125,0.6125,507,507,0.85
512,Adriane,Richardson,Female,81,1976-03-10 00:00:00,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,1.01,1.01,1.2625,1.2625,513,513,0.8415
513,Jodi,Lermit,Female,94,1954-01-30,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,0.45,0.5625,0.703125,0.59765625,513,513,0.8415
514,Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,1.06,1.3250000000000002,1.6562500000000002,1.4078125000000001,515,515,0.839375
515,Andee,Huke,Female,91,1971-06-28,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,0.46,0.46,0.5750000000000001,0.48875,515,515,0.839375
516,Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,515,515,0.839375
517,Zabrina,Margram,Female,87,1964-05-15,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,0.99,1.2375,1.546875,1.546875,515,515,0.839375
518,Maddalena,Angood,Female,79,1999-07-28,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,0.46,0.46,0.46,0.46,515,515,0.839375
519,Sofie,Worsfold,Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,0.41,0.5125,0.640625,0.54453125,520,520,0.8375
520,Elmira,Vasilyev,Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,0.59,0.59,0.7374999999999999,0.7374999999999999,520,520,0.8375
521,Free,Rowland,Male,42,1956-05-17,,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,0.62,0.775,0.775,0.65875,520,520,0.8375
522,Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,0.74,0.74,0.925,0.925,520,520,0.8375
523,Bailey,Bereford,Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,0.62,0.775,0.775,0.775,524,524,0.83671875
524,Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,1.08,1.35,1.35,1.35,524,524,0.83671875
525,Antony,Tuma,Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,0.43,0.5375,0.671875,0.671875,526,526,0.833
526,Corene,Hallgate,Female,26,1964-11-06,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,0.54,0.675,0.84375,0.7171875,526,526,0.833
527,Nico,Chadwick,Male,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,0.95,0.95,1.1875,1.1875,526,526,0.833
528,Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,0.5,0.5,0.625,0.625,529,529,0.83
529,Ivy,Farr,Female,56,1973-07-03 00:00:00,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,0.4,0.4,0.5,0.5,530,530,0.8287500000000001
530,Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,0.43,0.43,0.43,0.3655,530,530,0.8287500000000001
531,Amabel,,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,0.51,0.6375,0.6375,0.541875,530,530,0.8287500000000001
532,Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,1.04,1.04,1.04,0.884,530,530,0.8287500000000001
533,Jim,Haddrell,Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,0.54,0.54,0.54,0.459,530,530,0.8287500000000001
534,Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,1.07,1.3375000000000001,1.3375000000000001,1.3375000000000001,530,530,0.8287500000000001
535,Gretel,Paschke,Female,10,1956-05-29,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,536,536,0.8250000000000001
536,Jethro,Mertel,Male,16,1978-12-10 00:00:00,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,0.99,1.2375,1.2375,1.0518750000000001,536,536,0.8250000000000001
537,Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,0.98,0.98,0.98,0.98,536,536,0.8250000000000001
